country,energy,year,production
Qatar,"Nuclear, renewables, and other (quad Btu)",2023,0.00120417
Romania,"Nuclear, renewables, and other (quad Btu)",2023,0.223248088
Russia,"Nuclear, renewables, and other (quad Btu)",2023,3.044614868
Rwanda,"Nuclear, renewables, and other (quad Btu)",2023,0.002034122
Saint Kitts and Nevis,"Nuclear, renewables, and other (quad Btu)",2023,3.75E-05
Saint Lucia,"Nuclear, renewables, and other (quad Btu)",2023,2.73E-05
Saint Vincent/Grenadines,"Nuclear, renewables, and other (quad Btu)",2023,0.000071655
Samoa,"Nuclear, renewables, and other (quad Btu)",2023,0.000272433
Sao Tome and Principe,"Nuclear, renewables, and other (quad Btu)",2023,2.05E-05
Saudi Arabia,"Nuclear, renewables, and other (quad Btu)",2023,0.00968707
Senegal,"Nuclear, renewables, and other (quad Btu)",2023,0.00655757
Serbia,"Nuclear, renewables, and other (quad Btu)",2023,0.051198082
Seychelles,"Nuclear, renewables, and other (quad Btu)",2023,0.000290921
Sierra Leone,"Nuclear, renewables, and other (quad Btu)",2023,0.000729707
Singapore,"Nuclear, renewables, and other (quad Btu)",2023,0.019547866
Slovakia,"Nuclear, renewables, and other (quad Btu)",2023,0.250419178
Slovenia,"Nuclear, renewables, and other (quad Btu)",2023,0.076708803
Solomon Islands,"Nuclear, renewables, and other (quad Btu)",2023,5.90E-05
Somalia,"Nuclear, renewables, and other (quad Btu)",2023,0.000246357
South Africa,"Nuclear, renewables, and other (quad Btu)",2023,0.155575356
South Korea,"Nuclear, renewables, and other (quad Btu)",2023,1.958589601
South Sudan,"Nuclear, renewables, and other (quad Btu)",2023,0.000136486
Spain,"Nuclear, renewables, and other (quad Btu)",2023,1.046061697
Sri Lanka,"Nuclear, renewables, and other (quad Btu)",2023,0.030397222
Sudan,"Nuclear, renewables, and other (quad Btu)",2023,0.040660261
Suriname,"Nuclear, renewables, and other (quad Btu)",2023,0.003164513
Sweden,"Nuclear, renewables, and other (quad Btu)",2023,0.930563517
Switzerland,"Nuclear, renewables, and other (quad Btu)",2023,0.411504553
Syria,"Nuclear, renewables, and other (quad Btu)",2023,0.003213726
Taiwan,"Nuclear, renewables, and other (quad Btu)",2023,0.290384259
Tajikistan,"Nuclear, renewables, and other (quad Btu)",2023,0.068246245
Tanzania,"Nuclear, renewables, and other (quad Btu)",2023,0.009978024
Thailand,"Nuclear, renewables, and other (quad Btu)",2023,0.227539078
The Bahamas,"Nuclear, renewables, and other (quad Btu)",2023,6.48E-05
Timor-Leste,"Nuclear, renewables, and other (quad Btu)",2023,3.41E-06
Togo,"Nuclear, renewables, and other (quad Btu)",2023,0.00065708
Tonga,"Nuclear, renewables, and other (quad Btu)",2023,2.73E-05
Trinidad and Tobago,"Nuclear, renewables, and other (quad Btu)",2023,2.05E-05
Tunisia,"Nuclear, renewables, and other (quad Btu)",2023,0.002862787
Turkiye,"Nuclear, renewables, and other (quad Btu)",2023,0.496837301
Turkmenistan,"Nuclear, renewables, and other (quad Btu)",2023,2.05E-05
Turks and Caicos Islands,"Nuclear, renewables, and other (quad Btu)",2023,1.71E-05
U.S. Territories,"Nuclear, renewables, and other (quad Btu)",2023,0.00E+00
U.S. Virgin Islands,"Nuclear, renewables, and other (quad Btu)",2023,6.48E-05
Uganda,"Nuclear, renewables, and other (quad Btu)",2023,0.02161948
Ukraine,"Nuclear, renewables, and other (quad Btu)",2023,0.628521464
United Arab Emirates,"Nuclear, renewables, and other (quad Btu)",2023,0.359160476
United Kingdom,"Nuclear, renewables, and other (quad Btu)",2023,0.958539251
United States,"Nuclear, renewables, and other (quad Btu)",2023,16.53643781
Uruguay,"Nuclear, renewables, and other (quad Btu)",2023,0.056921587
Uzbekistan,"Nuclear, renewables, and other (quad Btu)",2023,0.024061058
Vanuatu,"Nuclear, renewables, and other (quad Btu)",2023,6.91E-05
Venezuela,"Nuclear, renewables, and other (quad Btu)",2023,0.221830653
Vietnam,"Nuclear, renewables, and other (quad Btu)",2023,0.511380131
Yemen,"Nuclear, renewables, and other (quad Btu)",2023,0.001774314
Zambia,"Nuclear, renewables, and other (quad Btu)",2023,0.0594765
Zimbabwe,"Nuclear, renewables, and other (quad Btu)",2023,0.019788012
Afghanistan,"Nuclear, renewables, and other (quad Btu)",2021,0.00316988
Albania,"Nuclear, renewables, and other (quad Btu)",2021,0.03049431
Algeria,"Nuclear, renewables, and other (quad Btu)",2021,0.00278772
American Samoa,"Nuclear, renewables, and other (quad Btu)",2021,1.71E-05
Angola,"Nuclear, renewables, and other (quad Btu)",2021,0.0436666
Antigua and Barbuda,"Nuclear, renewables, and other (quad Btu)",2021,6.65E-05
Argentina,"Nuclear, renewables, and other (quad Btu)",2021,0.346350351
Armenia,"Nuclear, renewables, and other (quad Btu)",2021,0.030212427
Aruba,"Nuclear, renewables, and other (quad Btu)",2021,0.000552767
Australia,"Nuclear, renewables, and other (quad Btu)",2021,0.294123612
Austria,"Nuclear, renewables, and other (quad Btu)",2021,0.231631705
Azerbaijan,"Nuclear, renewables, and other (quad Btu)",2021,0.005707518
Bahrain,"Nuclear, renewables, and other (quad Btu)",2021,0.000136486
Bangladesh,"Nuclear, renewables, and other (quad Btu)",2021,0.004651721
Barbados,"Nuclear, renewables, and other (quad Btu)",2021,0.000292224
Belarus,"Nuclear, renewables, and other (quad Btu)",2021,0.067034084
Belgium,"Nuclear, renewables, and other (quad Btu)",2021,0.627220486
Belize,"Nuclear, renewables, and other (quad Btu)",2021,0.001826954
Benin,"Nuclear, renewables, and other (quad Btu)",2021,5.83E-05
Bermuda,"Nuclear, renewables, and other (quad Btu)",2021,5.26E-05
Bhutan,"Nuclear, renewables, and other (quad Btu)",2021,0.036929609
Bolivia,"Nuclear, renewables, and other (quad Btu)",2021,0.021214005
Bosnia and Herzegovina,"Nuclear, renewables, and other (quad Btu)",2021,0.025106508
Botswana,"Nuclear, renewables, and other (quad Btu)",2021,2.05E-05
Brazil,"Nuclear, renewables, and other (quad Btu)",2021,3.008621464
British Virgin Islands,"Nuclear, renewables, and other (quad Btu)",2021,1.36E-05
Brunei,"Nuclear, renewables, and other (quad Btu)",2021,1.36E-05
Bulgaria,"Nuclear, renewables, and other (quad Btu)",2021,0.228880522
Burkina Faso,"Nuclear, renewables, and other (quad Btu)",2021,0.001522727
Burma,"Nuclear, renewables, and other (quad Btu)",2021,0.035047771
Burundi,"Nuclear, renewables, and other (quad Btu)",2021,0.000931218
Cabo Verde,"Nuclear, renewables, and other (quad Btu)",2021,0.000283208
Cambodia,"Nuclear, renewables, and other (quad Btu)",2021,0.02053428
Cameroon,"Nuclear, renewables, and other (quad Btu)",2021,0.018308059
Canada,"Nuclear, renewables, and other (quad Btu)",2021,2.409033441
Cayman Islands,"Nuclear, renewables, and other (quad Btu)",2021,7.51E-05
Central African Republic,"Nuclear, renewables, and other (quad Btu)",2021,0.000511821
Chad,"Nuclear, renewables, and other (quad Btu)",2021,0.000128679
Chile,"Nuclear, renewables, and other (quad Btu)",2021,0.177070106
China,"Nuclear, renewables, and other (quad Btu)",2021,13.51909074
Colombia,"Nuclear, renewables, and other (quad Btu)",2021,0.261221187
Congo-Brazzaville,"Nuclear, renewables, and other (quad Btu)",2021,0.003573195
Congo-Kinshasa,"Nuclear, renewables, and other (quad Btu)",2021,0.048641522
Cook Islands,"Nuclear, renewables, and other (quad Btu)",2021,5.43E-05
Costa Rica,"Nuclear, renewables, and other (quad Btu)",2021,0.044475082
Cote d'Ivoire,"Nuclear, renewables, and other (quad Btu)",2021,0.009639245
Croatia,"Nuclear, renewables, and other (quad Btu)",2021,0.038094521
Cuba,"Nuclear, renewables, and other (quad Btu)",2021,0.005010714
Cyprus,"Nuclear, renewables, and other (quad Btu)",2021,0.002935571
Czechia,"Nuclear, renewables, and other (quad Btu)",2021,0.404444465
Denmark,"Nuclear, renewables, and other (quad Btu)",2021,0.142763011
Djibouti,"Nuclear, renewables, and other (quad Btu)",2021,0.000239532
Dominica,"Nuclear, renewables, and other (quad Btu)",2021,7.23E-05
Dominican Republic,"Nuclear, renewables, and other (quad Btu)",2021,0.014326922
Ecuador,"Nuclear, renewables, and other (quad Btu)",2021,0.093906388
Egypt,"Nuclear, renewables, and other (quad Btu)",2021,0.088358185
El Salvador,"Nuclear, renewables, and other (quad Btu)",2021,0.023559707
Equatorial Guinea,"Nuclear, renewables, and other (quad Btu)",2021,0.001603707
Eritrea,"Nuclear, renewables, and other (quad Btu)",2021,0.000167195
Estonia,"Nuclear, renewables, and other (quad Btu)",2021,0.02028652
Eswatini,"Nuclear, renewables, and other (quad Btu)",2021,0.002762227
Ethiopia,"Nuclear, renewables, and other (quad Btu)",2021,0.053933128
Falkland Islands,"Nuclear, renewables, and other (quad Btu)",2021,1.36E-05
Faroe Islands,"Nuclear, renewables, and other (quad Btu)",2021,0.000621005
Fiji,"Nuclear, renewables, and other (quad Btu)",2021,0.002774099
Finland,"Nuclear, renewables, and other (quad Btu)",2021,0.467788533
France,"Nuclear, renewables, and other (quad Btu)",2021,4.292973319
French Polynesia,"Nuclear, renewables, and other (quad Btu)",2021,0.000645236
Gabon,"Nuclear, renewables, and other (quad Btu)",2021,0.004772506
"Gambia, The","Nuclear, renewables, and other (quad Btu)",2021,1.71E-05
Georgia,"Nuclear, renewables, and other (quad Btu)",2021,0.035025884
Germany,"Nuclear, renewables, and other (quad Btu)",2021,1.918805692
Ghana,"Nuclear, renewables, and other (quad Btu)",2021,0.026288587
Greece,"Nuclear, renewables, and other (quad Btu)",2021,0.083811136
Greenland,"Nuclear, renewables, and other (quad Btu)",2021,0.001502803
Grenada,"Nuclear, renewables, and other (quad Btu)",2021,0.000014331
Guam,"Nuclear, renewables, and other (quad Btu)",2021,0.000286325
Guatemala,"Nuclear, renewables, and other (quad Btu)",2021,0.059960407
Guinea,"Nuclear, renewables, and other (quad Btu)",2021,0.009103594
Guinea-Bissau,"Nuclear, renewables, and other (quad Btu)",2021,1.02E-05
Guyana,"Nuclear, renewables, and other (quad Btu)",2021,0.000120785
Haiti,"Nuclear, renewables, and other (quad Btu)",2021,0.000474288
Honduras,"Nuclear, renewables, and other (quad Btu)",2021,0.031115728
Hong Kong,"Nuclear, renewables, and other (quad Btu)",2021,0.001642017
Hungary,"Nuclear, renewables, and other (quad Btu)",2021,0.20919731
Iceland,"Nuclear, renewables, and other (quad Btu)",2021,0.066164156
India,"Nuclear, renewables, and other (quad Btu)",2021,1.954795876
Indonesia,"Nuclear, renewables, and other (quad Btu)",2021,0.615583701
Iran,"Nuclear, renewables, and other (quad Btu)",2021,0.080220128
Iraq,"Nuclear, renewables, and other (quad Btu)",2021,0.012702656
Ireland,"Nuclear, renewables, and other (quad Btu)",2021,0.05070956
Israel,"Nuclear, renewables, and other (quad Btu)",2021,0.017186396
Italy,"Nuclear, renewables, and other (quad Btu)",2021,0.536512993
Jamaica,"Nuclear, renewables, and other (quad Btu)",2021,0.0022976
Japan,"Nuclear, renewables, and other (quad Btu)",2021,1.69047507
Jordan,"Nuclear, renewables, and other (quad Btu)",2021,0.016771648
Kazakhstan,"Nuclear, renewables, and other (quad Btu)",2021,0.043265592
Kenya,"Nuclear, renewables, and other (quad Btu)",2021,0.039271621
Kiribati,"Nuclear, renewables, and other (quad Btu)",2021,2.05E-05
Kosovo,"Nuclear, renewables, and other (quad Btu)",2021,0.00149793
Kuwait,"Nuclear, renewables, and other (quad Btu)",2021,0.000730198
Kyrgyzstan,"Nuclear, renewables, and other (quad Btu)",2021,0.044211119
Laos,"Nuclear, renewables, and other (quad Btu)",2021,0.112904319
Latvia,"Nuclear, renewables, and other (quad Btu)",2021,0.019827944
Lebanon,"Nuclear, renewables, and other (quad Btu)",2021,0.003433567
Lesotho,"Nuclear, renewables, and other (quad Btu)",2021,0.001815942
Liberia,"Nuclear, renewables, and other (quad Btu)",2021,0.000459176
Libya,"Nuclear, renewables, and other (quad Btu)",2021,3.07E-05
Lithuania,"Nuclear, renewables, and other (quad Btu)",2021,0.018585184
Luxembourg,"Nuclear, renewables, and other (quad Btu)",2021,0.006083959
Macau,"Nuclear, renewables, and other (quad Btu)",2021,0.001830124
Madagascar,"Nuclear, renewables, and other (quad Btu)",2021,0.002974638
Malawi,"Nuclear, renewables, and other (quad Btu)",2021,0.006288051
Malaysia,"Nuclear, renewables, and other (quad Btu)",2021,0.164105439
Maldives,"Nuclear, renewables, and other (quad Btu)",2021,0.000173337
Mali,"Nuclear, renewables, and other (quad Btu)",2021,0.00563291
Malta,"Nuclear, renewables, and other (quad Btu)",2021,0.000936628
Mauritania,"Nuclear, renewables, and other (quad Btu)",2021,0.001549112
Mauritius,"Nuclear, renewables, and other (quad Btu)",2021,0.004168886
Mexico,"Nuclear, renewables, and other (quad Btu)",2021,0.379209879
Moldova,"Nuclear, renewables, and other (quad Btu)",2021,0.001664614
Mongolia,"Nuclear, renewables, and other (quad Btu)",2021,0.002811605
Montenegro,"Nuclear, renewables, and other (quad Btu)",2021,0.007960526
Montserrat,"Nuclear, renewables, and other (quad Btu)",2021,6.82E-06
Morocco,"Nuclear, renewables, and other (quad Btu)",2021,0.028128156
Mozambique,"Nuclear, renewables, and other (quad Btu)",2021,0.056300155
Namibia,"Nuclear, renewables, and other (quad Btu)",2021,0.0050022
Nauru,"Nuclear, renewables, and other (quad Btu)",2021,1.26E-05
Nepal,"Nuclear, renewables, and other (quad Btu)",2021,0.032848688
Netherlands,"Nuclear, renewables, and other (quad Btu)",2021,0.318128218
Netherlands Antilles,"Nuclear, renewables, and other (quad Btu)",2021,0.000919572
New Caledonia,"Nuclear, renewables, and other (quad Btu)",2021,0.002217989
New Zealand,"Nuclear, renewables, and other (quad Btu)",2021,0.125853673
Nicaragua,"Nuclear, renewables, and other (quad Btu)",2021,0.014713492
Niger,"Nuclear, renewables, and other (quad Btu)",2021,8.19E-05
Nigeria,"Nuclear, renewables, and other (quad Btu)",2021,0.027985855
North Korea,"Nuclear, renewables, and other (quad Btu)",2021,0.055387248
North Macedonia,"Nuclear, renewables, and other (quad Btu)",2021,0.005934892
Norway,"Nuclear, renewables, and other (quad Btu)",2021,0.539729785
Oman,"Nuclear, renewables, and other (quad Btu)",2021,0.00273995
Pakistan,"Nuclear, renewables, and other (quad Btu)",2021,0.31795914
Palestinian Territories,"Nuclear, renewables, and other (quad Btu)",2021,0.000766952
Panama,"Nuclear, renewables, and other (quad Btu)",2021,0.032498388
Papua New Guinea,"Nuclear, renewables, and other (quad Btu)",2021,0.003925902
Paraguay,"Nuclear, renewables, and other (quad Btu)",2021,0.150415363
Peru,"Nuclear, renewables, and other (quad Btu)",2021,0.133749579
Philippines,"Nuclear, renewables, and other (quad Btu)",2021,0.102159288
Poland,"Nuclear, renewables, and other (quad Btu)",2021,0.192141698
Portugal,"Nuclear, renewables, and other (quad Btu)",2021,0.141065328
Puerto Rico,"Nuclear, renewables, and other (quad Btu)",2021,0.003129999
Qatar,"Nuclear, renewables, and other (quad Btu)",2021,0.001213943
Romania,"Nuclear, renewables, and other (quad Btu)",2021,0.226570617
Russia,"Nuclear, renewables, and other (quad Btu)",2021,3.143279956
Rwanda,"Nuclear, renewables, and other (quad Btu)",2021,0.002000001
Saint Kitts and Nevis,"Nuclear, renewables, and other (quad Btu)",2021,3.75E-05
Saint Lucia,"Nuclear, renewables, and other (quad Btu)",2021,2.73E-05
Saint Vincent/Grenadines,"Nuclear, renewables, and other (quad Btu)",2021,0.000071655
Samoa,"Nuclear, renewables, and other (quad Btu)",2021,0.000330337
Sao Tome and Principe,"Nuclear, renewables, and other (quad Btu)",2021,2.05E-05
Saudi Arabia,"Nuclear, renewables, and other (quad Btu)",2021,0.002995178
Senegal,"Nuclear, renewables, and other (quad Btu)",2021,0.005156648
Serbia,"Nuclear, renewables, and other (quad Btu)",2021,0.044217003
Seychelles,"Nuclear, renewables, and other (quad Btu)",2021,0.000266147
Sierra Leone,"Nuclear, renewables, and other (quad Btu)",2021,0.000678525
Singapore,"Nuclear, renewables, and other (quad Btu)",2021,0.063224065
Slovakia,"Nuclear, renewables, and other (quad Btu)",2021,0.227141369
Slovenia,"Nuclear, renewables, and other (quad Btu)",2021,0.074615387
Solomon Islands,"Nuclear, renewables, and other (quad Btu)",2021,4.84E-05
Somalia,"Nuclear, renewables, and other (quad Btu)",2021,0.000121131
South Africa,"Nuclear, renewables, and other (quad Btu)",2021,0.183806039
South Korea,"Nuclear, renewables, and other (quad Btu)",2021,1.652419423
South Sudan,"Nuclear, renewables, and other (quad Btu)",2021,5.80E-05
Spain,"Nuclear, renewables, and other (quad Btu)",2021,1.079549364
Sri Lanka,"Nuclear, renewables, and other (quad Btu)",2021,0.029594311
Sudan,"Nuclear, renewables, and other (quad Btu)",2021,0.038418493
Suriname,"Nuclear, renewables, and other (quad Btu)",2021,0.003482817
Sweden,"Nuclear, renewables, and other (quad Btu)",2021,0.999593841
Switzerland,"Nuclear, renewables, and other (quad Btu)",2021,0.35593479
Syria,"Nuclear, renewables, and other (quad Btu)",2021,0.003063592
Taiwan,"Nuclear, renewables, and other (quad Btu)",2021,0.362985101
Tajikistan,"Nuclear, renewables, and other (quad Btu)",2021,0.063660326
Tanzania,"Nuclear, renewables, and other (quad Btu)",2021,0.014943903
Thailand,"Nuclear, renewables, and other (quad Btu)",2021,0.286873901
The Bahamas,"Nuclear, renewables, and other (quad Btu)",2021,3.75E-05
Timor-Leste,"Nuclear, renewables, and other (quad Btu)",2021,3.41E-06
Togo,"Nuclear, renewables, and other (quad Btu)",2021,0.000551304
Tonga,"Nuclear, renewables, and other (quad Btu)",2021,3.07E-05
Trinidad and Tobago,"Nuclear, renewables, and other (quad Btu)",2021,2.05E-05
Tunisia,"Nuclear, renewables, and other (quad Btu)",2021,0.002279311
Turkiye,"Nuclear, renewables, and other (quad Btu)",2021,0.429142728
Turkmenistan,"Nuclear, renewables, and other (quad Btu)",2021,2.05E-05
Turks and Caicos Islands,"Nuclear, renewables, and other (quad Btu)",2021,1.36E-05
U.S. Virgin Islands,"Nuclear, renewables, and other (quad Btu)",2021,5.83E-05
Uganda,"Nuclear, renewables, and other (quad Btu)",2021,0.01947868
Ukraine,"Nuclear, renewables, and other (quad Btu)",2021,1.014249518
United Arab Emirates,"Nuclear, renewables, and other (quad Btu)",2021,0.122414849
United Kingdom,"Nuclear, renewables, and other (quad Btu)",2021,1.078002159
United States,"Nuclear, renewables, and other (quad Btu)",2021,15.92814456
Uruguay,"Nuclear, renewables, and other (quad Btu)",2021,0.064475263
Uzbekistan,"Nuclear, renewables, and other (quad Btu)",2021,0.017137823
Vanuatu,"Nuclear, renewables, and other (quad Btu)",2021,0.000065708
Venezuela,"Nuclear, renewables, and other (quad Btu)",2021,0.224187942
Vietnam,"Nuclear, renewables, and other (quad Btu)",2021,0.395988293
Yemen,"Nuclear, renewables, and other (quad Btu)",2021,0.001702659
Zambia,"Nuclear, renewables, and other (quad Btu)",2021,0.056022875
Zimbabwe,"Nuclear, renewables, and other (quad Btu)",2021,0.021253664
Afghanistan,"Nuclear, renewables, and other (quad Btu)",2022,0.002838902
Albania,"Nuclear, renewables, and other (quad Btu)",2022,0.023796276
Algeria,"Nuclear, renewables, and other (quad Btu)",2022,0.002945991
American Samoa,"Nuclear, renewables, and other (quad Btu)",2022,1.72E-05
Angola,"Nuclear, renewables, and other (quad Btu)",2022,0.04492568
Antigua and Barbuda,"Nuclear, renewables, and other (quad Btu)",2022,7.85E-05
Argentina,"Nuclear, renewables, and other (quad Btu)",2022,0.345484423
Armenia,"Nuclear, renewables, and other (quad Btu)",2022,0.042352741
Aruba,"Nuclear, renewables, and other (quad Btu)",2022,0.000552767
Australia,"Nuclear, renewables, and other (quad Btu)",2022,0.329453298
Austria,"Nuclear, renewables, and other (quad Btu)",2022,0.22067743
Azerbaijan,"Nuclear, renewables, and other (quad Btu)",2022,0.006840783
Bahrain,"Nuclear, renewables, and other (quad Btu)",2022,0.000300268
Bangladesh,"Nuclear, renewables, and other (quad Btu)",2022,0.005436514
Barbados,"Nuclear, renewables, and other (quad Btu)",2022,0.000302791
Belarus,"Nuclear, renewables, and other (quad Btu)",2022,0.055432704
Belgium,"Nuclear, renewables, and other (quad Btu)",2022,0.567628972
Belize,"Nuclear, renewables, and other (quad Btu)",2022,0.002215809
Benin,"Nuclear, renewables, and other (quad Btu)",2022,6.18E-05
Bermuda,"Nuclear, renewables, and other (quad Btu)",2022,5.59E-05
Bhutan,"Nuclear, renewables, and other (quad Btu)",2022,0.03675559
Bolivia,"Nuclear, renewables, and other (quad Btu)",2022,0.021807025
Bosnia and Herzegovina,"Nuclear, renewables, and other (quad Btu)",2022,0.020653959
Botswana,"Nuclear, renewables, and other (quad Btu)",2022,2.17E-05
Brazil,"Nuclear, renewables, and other (quad Btu)",2022,3.32395689
British Virgin Islands,"Nuclear, renewables, and other (quad Btu)",2022,1.36E-05
Brunei,"Nuclear, renewables, and other (quad Btu)",2022,1.71E-05
Bulgaria,"Nuclear, renewables, and other (quad Btu)",2022,0.235914757
Burkina Faso,"Nuclear, renewables, and other (quad Btu)",2022,0.001360407
Burma,"Nuclear, renewables, and other (quad Btu)",2022,0.033851904
Burundi,"Nuclear, renewables, and other (quad Btu)",2022,0.000932144
Cabo Verde,"Nuclear, renewables, and other (quad Btu)",2022,0.000498173
Cambodia,"Nuclear, renewables, and other (quad Btu)",2022,0.023600848
Cameroon,"Nuclear, renewables, and other (quad Btu)",2022,0.018322475
Canada,"Nuclear, renewables, and other (quad Btu)",2022,2.546462317
Cayman Islands,"Nuclear, renewables, and other (quad Btu)",2022,7.71E-05
Central African Republic,"Nuclear, renewables, and other (quad Btu)",2022,0.000481112
Chad,"Nuclear, renewables, and other (quad Btu)",2022,0.000129928
Chile,"Nuclear, renewables, and other (quad Btu)",2022,0.196794336
China,"Nuclear, renewables, and other (quad Btu)",2022,14.75843157
Colombia,"Nuclear, renewables, and other (quad Btu)",2022,0.255973759
Congo-Brazzaville,"Nuclear, renewables, and other (quad Btu)",2022,0.003573195
Congo-Kinshasa,"Nuclear, renewables, and other (quad Btu)",2022,0.052463121
Cook Islands,"Nuclear, renewables, and other (quad Btu)",2022,5.43E-05
Costa Rica,"Nuclear, renewables, and other (quad Btu)",2022,0.042803153
Cote d'Ivoire,"Nuclear, renewables, and other (quad Btu)",2022,0.012233931
Croatia,"Nuclear, renewables, and other (quad Btu)",2022,0.03303082
Cuba,"Nuclear, renewables, and other (quad Btu)",2022,0.003776801
Cyprus,"Nuclear, renewables, and other (quad Btu)",2022,0.003333641
Czechia,"Nuclear, renewables, and other (quad Btu)",2022,0.42691802
Denmark,"Nuclear, renewables, and other (quad Btu)",2022,0.14330533
Djibouti,"Nuclear, renewables, and other (quad Btu)",2022,0.000239655
Dominica,"Nuclear, renewables, and other (quad Btu)",2022,8.26E-05
Dominican Republic,"Nuclear, renewables, and other (quad Btu)",2022,0.015106373
Ecuador,"Nuclear, renewables, and other (quad Btu)",2022,0.090708945
Egypt,"Nuclear, renewables, and other (quad Btu)",2022,0.092339127
El Salvador,"Nuclear, renewables, and other (quad Btu)",2022,0.02491829
Equatorial Guinea,"Nuclear, renewables, and other (quad Btu)",2022,0.001654155
Eritrea,"Nuclear, renewables, and other (quad Btu)",2022,0.000163783
Estonia,"Nuclear, renewables, and other (quad Btu)",2022,0.01771254
Eswatini,"Nuclear, renewables, and other (quad Btu)",2022,0.002904074
Ethiopia,"Nuclear, renewables, and other (quad Btu)",2022,0.059430559
Falkland Islands,"Nuclear, renewables, and other (quad Btu)",2022,1.71E-05
Faroe Islands,"Nuclear, renewables, and other (quad Btu)",2022,0.00079795
Fiji,"Nuclear, renewables, and other (quad Btu)",2022,0.002427233
Finland,"Nuclear, renewables, and other (quad Btu)",2022,0.479349994
France,"Nuclear, renewables, and other (quad Btu)",2022,3.4170449
French Polynesia,"Nuclear, renewables, and other (quad Btu)",2022,0.000826079
Gabon,"Nuclear, renewables, and other (quad Btu)",2022,0.005304319
"Gambia, The","Nuclear, renewables, and other (quad Btu)",2022,1.71E-05
Georgia,"Nuclear, renewables, and other (quad Btu)",2022,0.037049284
Germany,"Nuclear, renewables, and other (quad Btu)",2022,1.654352105
Ghana,"Nuclear, renewables, and other (quad Btu)",2022,0.028685953
Greece,"Nuclear, renewables, and other (quad Btu)",2022,0.08625908
Greenland,"Nuclear, renewables, and other (quad Btu)",2022,0.001618816
Grenada,"Nuclear, renewables, and other (quad Btu)",2022,0.000014331
Guam,"Nuclear, renewables, and other (quad Btu)",2022,0.000484524
Guatemala,"Nuclear, renewables, and other (quad Btu)",2022,0.058174163
Guinea,"Nuclear, renewables, and other (quad Btu)",2022,0.010140885
Guinea-Bissau,"Nuclear, renewables, and other (quad Btu)",2022,1.02E-05
Guyana,"Nuclear, renewables, and other (quad Btu)",2022,0.00013168
Haiti,"Nuclear, renewables, and other (quad Btu)",2022,0.000644895
Honduras,"Nuclear, renewables, and other (quad Btu)",2022,0.031257615
Hong Kong,"Nuclear, renewables, and other (quad Btu)",2022,0.001933602
Hungary,"Nuclear, renewables, and other (quad Btu)",2022,0.20839902
Iceland,"Nuclear, renewables, and other (quad Btu)",2022,0.067788691
India,"Nuclear, renewables, and other (quad Btu)",2022,2.123620257
Indonesia,"Nuclear, renewables, and other (quad Btu)",2022,0.721502106
Iran,"Nuclear, renewables, and other (quad Btu)",2022,0.110666667
Iraq,"Nuclear, renewables, and other (quad Btu)",2022,0.010330791
Ireland,"Nuclear, renewables, and other (quad Btu)",2022,0.056454322
Israel,"Nuclear, renewables, and other (quad Btu)",2022,0.020385517
Italy,"Nuclear, renewables, and other (quad Btu)",2022,0.486019154
Jamaica,"Nuclear, renewables, and other (quad Btu)",2022,0.002284825
Japan,"Nuclear, renewables, and other (quad Btu)",2022,1.65932367
Jordan,"Nuclear, renewables, and other (quad Btu)",2022,0.017826
Kazakhstan,"Nuclear, renewables, and other (quad Btu)",2022,0.046115555
Kenya,"Nuclear, renewables, and other (quad Btu)",2022,0.040262595
Kiribati,"Nuclear, renewables, and other (quad Btu)",2022,2.05E-05
Kosovo,"Nuclear, renewables, and other (quad Btu)",2022,0.002194007
Kuwait,"Nuclear, renewables, and other (quad Btu)",2022,0.006486481
Kyrgyzstan,"Nuclear, renewables, and other (quad Btu)",2022,0.040614722
Laos,"Nuclear, renewables, and other (quad Btu)",2022,0.132758119
Latvia,"Nuclear, renewables, and other (quad Btu)",2022,0.020250263
Lebanon,"Nuclear, renewables, and other (quad Btu)",2022,0.006978782
Lesotho,"Nuclear, renewables, and other (quad Btu)",2022,0.001642241
Liberia,"Nuclear, renewables, and other (quad Btu)",2022,0.000459176
Libya,"Nuclear, renewables, and other (quad Btu)",2022,3.07E-05
Lithuania,"Nuclear, renewables, and other (quad Btu)",2022,0.019509467
Luxembourg,"Nuclear, renewables, and other (quad Btu)",2022,0.006066565
Macau,"Nuclear, renewables, and other (quad Btu)",2022,0.0017956
Madagascar,"Nuclear, renewables, and other (quad Btu)",2022,0.003312338
Malawi,"Nuclear, renewables, and other (quad Btu)",2022,0.006298665
Malaysia,"Nuclear, renewables, and other (quad Btu)",2022,0.168772567
Maldives,"Nuclear, renewables, and other (quad Btu)",2022,0.000196403
Mali,"Nuclear, renewables, and other (quad Btu)",2022,0.006737467
Malta,"Nuclear, renewables, and other (quad Btu)",2022,0.001049502
Mauritania,"Nuclear, renewables, and other (quad Btu)",2022,0.001545539
Mauritius,"Nuclear, renewables, and other (quad Btu)",2022,0.00365224
Mexico,"Nuclear, renewables, and other (quad Btu)",2022,0.37285639
Moldova,"Nuclear, renewables, and other (quad Btu)",2022,0.00189908
Mongolia,"Nuclear, renewables, and other (quad Btu)",2022,0.00259664
Montenegro,"Nuclear, renewables, and other (quad Btu)",2022,0.006015606
